objid,ra,dec,z
1237667783346488531,125.413123981593,12.3044848595957,-9999
1237667783346488520,125.406108147832,12.2965387422339,0.267564
1237667783346488674,125.416070410652,12.2859769058586,0.832839
1237667783346488221,125.415413740449,12.2968255031534,0.39489
1237667783346488224,125.419751852051,12.3004042671775,0.447714
1237670449980375771,125.419234249058,12.2854307608993,0.390219
1237667783346487625,125.41056055198,12.2883322140517,0.391326
1237667783346488164,125.408973483396,12.2835938114801,0.577315
1237667783346488183,125.408748016293,12.2961961004398,0.467213
1237667783346488524,125.406485773629,12.3031840900457,0.37081
1237667783346487624,125.414326683259,12.2944509497215,0.382132
1237667783346488188,125.413976022524,12.2865750481873,0.680876
1237670449980375737,125.413749076079,12.2818111496986,0.437078
1237667783346488207,125.418213337646,12.2864868877895,0.701276
1237667783346488223,125.418843997701,12.2984403810088,0.163762
1237670449980376456,125.418166480512,12.2811442829336,0.572567
1237667783346488165,125.403152000236,12.3000115170822,0.460985
1237667783346488515,125.403504083329,12.2821568475862,0.48532
1237670449980376442,125.408235786776,12.2786205761014,0.798084
1237667783346488685,125.425411742054,12.3002149287795,0.859369
1237667783346488209,125.417725876965,12.289945717957,0.442503
1237670449980375778,125.424062226132,12.2798619087422,0.340978
1237670449980376216,125.400031343363,12.2790718085605,0.361283
1237670449980375779,125.422573653977,12.2813686450542,0.777975
1237667783346487622,125.411817657964,12.2921697702897,0.15229
1237667783346487623,125.412541812866,12.2930436170806,0.384247
1237670449980375738,125.412521463258,12.2829487772329,-9999
