objid,ra,dec,z
1237670955715265245,26.3131931287427,-9.76413243878197,0.134812
1237670955715330057,26.319987678973,-9.75760737829513,0.203214
1237670955715330420,26.3236805956299,-9.75818507693602,0.48191
1237670955715330981,26.3273649639989,-9.75357965654594,0.562714
