objid,ra,dec,z
1237667253468202030,157.322503062762,26.4742691348241,0.801204
1237667253468201890,157.323520764605,26.4608978814828,0.483074
1237667253468201889,157.321865511784,26.4586986738037,0.424914
1237667253468201215,157.322840960251,26.4701273779228,0.391217
1237667253468136365,157.235236796841,26.4786654434303,0.42774
1237667253468136133,157.235801444378,26.4299873370827,0.354804
1237667253468135721,157.235837495921,26.4578487219077,-9999
1237667210518660096,157.323487208453,26.3820870911212,0.840251
1237667210518659294,157.322339131051,26.4012474301628,0.377694
1237667210518594530,157.23690972818,26.3289471815138,0.405219
1237667210518594359,157.236201294224,26.3473867035629,0.499389
1237667210518594335,157.235914921556,26.3219300120798,0.365589
1237667210518594319,157.235030117343,26.3059633527044,0.193337
1237667210518659655,157.322292499732,26.3110366424767,0.510498
1237667210518659716,157.323171954124,26.3615754053979,0.41119
1237667210518659700,157.323476866936,26.3469834031437,0.673346
1237667210518659491,157.236537746394,26.3979862517409,0.445053
1237667210518659476,157.23523979047,26.3894600653484,0.66037
1237667253468201587,157.360928579033,26.4662346327959,0.396208
1237667210518660268,157.272034209679,26.3560840664351,-9999
1237667210518660136,157.362264481789,26.3750844530437,0.433316
1237667210518660031,157.273522221411,26.3815645068474,0.476525
1237667253468201468,157.327572010083,26.4611963133854,0.55534
1237667253468201465,157.327865174558,26.4560385885057,0.621079
1237667253468136139,157.241222737259,26.420586351031,0.298584
1237667210518660233,157.326309353564,26.396263003704,0.428741
1237667210518660228,157.326570222336,26.3760592435624,0.693891
1237667210518660111,157.326887572314,26.4146280393319,0.349547
1237667210518659755,157.327792552808,26.3913933057013,0.255096
1237667210518659742,157.326808610119,26.3800520991098,0.67732
1237667210518659711,157.327411906937,26.3439743203578,0.399968
1237667210518659682,157.326488046016,26.3148668953301,0.4327
1237667210518659504,157.240284599229,26.3958066119618,0.339825
1237667210518659501,157.239787095193,26.3917523303266,0.737761
1237667210518659499,157.239635375684,26.3903607055266,0.398777
1237667210518659271,157.241255527197,26.4026236009632,0.339091
1237667210518659235,157.326699634014,26.4278424137833,0.030338
1237667210518659171,157.240043511284,26.3626954006563,0.120747
1237667210518594541,157.240620882526,26.3531245342589,0.471601
1237667210518594524,157.241213369288,26.3010490065334,0.46829
1237667210518594353,157.239909237082,26.3280905766728,0.43389
1237667210518594330,157.23966628619,26.3045346833533,0.449297
