objid,ra,dec,z
1237658424617927522,137.872291051213,5.85934341303732,0.506562
1237658424617927646,137.868165191583,5.85223973676638,0.696039
1237658424617927633,137.852588440354,5.85740984489792,0.724274
1237658424617927250,137.853335941649,5.85351464163961,0.861694
1237658424617927651,137.873280814045,5.85058264981126,0.512675
1237658424617927656,137.87614856747,5.85577466517239,0.828178
1237658424617927654,137.875103944557,5.8494621013771,0.633061
1237658424617927645,137.865829664943,5.84464137413682,0.402176
1237658424617926973,137.86015195244,5.83725382854335,0.388828
1237658424617927504,137.857612171858,5.84247691437265,0.566375
1237658424617927639,137.863687622034,5.84043182674653,0.789838
1237658424617926772,137.864215405216,5.84851848626564,0.038383
