objid,ra,dec,z
1237674894740424869,317.708721221087,21.5240807237927,0.617986
1237674894740423859,317.712127363166,21.5147877852569,0.439979
1237674894740423943,317.72416939547,21.5069283175241,-9999
1237674894740424886,317.724095567422,21.5195170224837,0.372215
1237674894740424636,317.717048652237,21.5031798351334,0.323542
1237674894740424598,317.720391319667,21.5232202834765,0.388196
1237674894740424625,317.728323428811,21.5166068621696,0.945009
1237674894740488799,317.72920136372,21.4963899022546,0.388802
1237674894740424600,317.735076024927,21.5385687341097,0.368927
1237674894740424623,317.725525889462,21.5161064342599,0.366637
1237674894740424626,317.723591332616,21.5138079988488,0.472959
1237674894740424888,317.722583860704,21.5163437035354,0.469264
1237674894740489470,317.722698598051,21.4940264472047,0.187304
1237674894740489469,317.721714919016,21.497832937396,0.619808
1237674894740489471,317.722547935152,21.4953411480816,-9999
1237674894740490160,317.742262839587,21.5129966686955,-9999
1237674894740424152,317.731871297723,21.5305332694115,0.172831
1237674894740489675,317.738332968167,21.5173799405214,0.400608
1237674894740488808,317.744545637644,21.5068264385366,-9999
