objid,ra,dec,z
1237654381440073921,135.896512919829,50.4722885268194,0.341391
1237654381440074529,135.908009799373,50.4785884055972,0.531586
1237654381440073924,135.895765706046,50.4737564455791,0.449601
1237654381440073922,135.895591651678,50.4720355618975,0.38392
1237654381440073923,135.893653595755,50.4702767506158,0.350586
1237654381440074004,135.889481776361,50.4717859773237,0.330977
1237654381440074506,135.88918583551,50.4630544965072,0.60521
1237654381440074277,135.887085399206,50.4679213370129,0.439022
1237654381440074297,135.886407554221,50.4824788634006,0.444738
1237654381440074509,135.88380371152,50.4709674025007,0.367951
